Test Loss MAPE,Train Loss MAPE,Test Loss MSE,Train Loss MSE
0.6644281148910522,0.6644281148910522,0.6644281148910522,0.6644281148910522
0.5951727032661438,0.5951727032661438,0.5951727032661438,0.5951727032661438
0.5194709300994873,0.5194709300994873,0.5194709300994873,0.5194709300994873
0.48663240671157837,0.48663240671157837,0.48663240671157837,0.48663240671157837
0.4816446602344513,0.4816446602344513,0.4816446602344513,0.4816446602344513
0.5127019286155701,0.5127019286155701,0.5127019286155701,0.5127019286155701
0.5564864277839661,0.5564864277839661,0.5564864277839661,0.5564864277839661
0.5833752751350403,0.5833752751350403,0.5833752751350403,0.5833752751350403
0.590549647808075,0.590549647808075,0.590549647808075,0.590549647808075
0.5886613726615906,0.5886613726615906,0.5886613726615906,0.5886613726615906
0.5834337472915649,0.5834337472915649,0.5834337472915649,0.5834337472915649
0.576665461063385,0.576665461063385,0.576665461063385,0.576665461063385
0.5686701536178589,0.5686701536178589,0.5686701536178589,0.5686701536178589
0.5607989430427551,0.5607989430427551,0.5607989430427551,0.5607989430427551
0.5527787208557129,0.5527787208557129,0.5527787208557129,0.5527787208557129
0.5428838729858398,0.5428838729858398,0.5428838729858398,0.5428838729858398
0.530229389667511,0.530229389667511,0.530229389667511,0.530229389667511
0.5169451236724854,0.5169451236724854,0.5169451236724854,0.5169451236724854
0.5001446008682251,0.5001446008682251,0.5001446008682251,0.5001446008682251
0.47274327278137207,0.47274327278137207,0.47274327278137207,0.47274327278137207
0.4345073103904724,0.4345073103904724,0.4345073103904724,0.4345073103904724
0.4139584004878998,0.4139584004878998,0.4139584004878998,0.4139584004878998
0.3903355300426483,0.3903355300426483,0.3903355300426483,0.3903355300426483
0.36710816621780396,0.36710816621780396,0.36710816621780396,0.36710816621780396
0.345451295375824,0.345451295375824,0.345451295375824,0.345451295375824
0.3253941535949707,0.3253941535949707,0.3253941535949707,0.3253941535949707
0.30656546354293823,0.30656546354293823,0.30656546354293823,0.30656546354293823
0.2895187735557556,0.2895187735557556,0.2895187735557556,0.2895187735557556
0.2737218737602234,0.2737218737602234,0.2737218737602234,0.2737218737602234
0.259341299533844,0.259341299533844,0.259341299533844,0.259341299533844
0.24628235399723053,0.24628235399723053,0.24628235399723053,0.24628235399723053
0.23496459424495697,0.23496459424495697,0.23496459424495697,0.23496459424495697
0.2246742844581604,0.2246742844581604,0.2246742844581604,0.2246742844581604
0.21589750051498413,0.21589750051498413,0.21589750051498413,0.21589750051498413
0.20819091796875,0.20819091796875,0.20819091796875,0.20819091796875
0.2013571411371231,0.2013571411371231,0.2013571411371231,0.2013571411371231
0.19530102610588074,0.19530102610588074,0.19530102610588074,0.19530102610588074
0.18989473581314087,0.18989473581314087,0.18989473581314087,0.18989473581314087
0.18521712720394135,0.18521712720394135,0.18521712720394135,0.18521712720394135
0.18107470870018005,0.18107470870018005,0.18107470870018005,0.18107470870018005
0.1774458885192871,0.1774458885192871,0.1774458885192871,0.1774458885192871
0.1743507981300354,0.1743507981300354,0.1743507981300354,0.1743507981300354
0.1716364175081253,0.1716364175081253,0.1716364175081253,0.1716364175081253
0.16927142441272736,0.16927142441272736,0.16927142441272736,0.16927142441272736
0.16728968918323517,0.16728968918323517,0.16728968918323517,0.16728968918323517
0.1654646098613739,0.1654646098613739,0.1654646098613739,0.1654646098613739
0.16384132206439972,0.16384132206439972,0.16384132206439972,0.16384132206439972
0.1622314602136612,0.1622314602136612,0.1622314602136612,0.1622314602136612
0.16073466837406158,0.16073466837406158,0.16073466837406158,0.16073466837406158
0.15914984047412872,0.15914984047412872,0.15914984047412872,0.15914984047412872
0.1578149050474167,0.1578149050474167,0.1578149050474167,0.1578149050474167
0.15667219460010529,0.15667219460010529,0.15667219460010529,0.15667219460010529
0.15566721558570862,0.15566721558570862,0.15566721558570862,0.15566721558570862
0.15478534996509552,0.15478534996509552,0.15478534996509552,0.15478534996509552
0.1539469212293625,0.1539469212293625,0.1539469212293625,0.1539469212293625
0.15307669341564178,0.15307669341564178,0.15307669341564178,0.15307669341564178
0.1523028463125229,0.1523028463125229,0.1523028463125229,0.1523028463125229
0.15162163972854614,0.15162163972854614,0.15162163972854614,0.15162163972854614
0.1510275900363922,0.1510275900363922,0.1510275900363922,0.1510275900363922
0.15052731335163116,0.15052731335163116,0.15052731335163116,0.15052731335163116
0.15008306503295898,0.15008306503295898,0.15008306503295898,0.15008306503295898
0.1497061848640442,0.1497061848640442,0.1497061848640442,0.1497061848640442
0.14935509860515594,0.14935509860515594,0.14935509860515594,0.14935509860515594
0.148996964097023,0.148996964097023,0.148996964097023,0.148996964097023
0.14870323240756989,0.14870323240756989,0.14870323240756989,0.14870323240756989
0.14842140674591064,0.14842140674591064,0.14842140674591064,0.14842140674591064
0.14815358817577362,0.14815358817577362,0.14815358817577362,0.14815358817577362
0.1478700190782547,0.1478700190782547,0.1478700190782547,0.1478700190782547
0.1476425677537918,0.1476425677537918,0.1476425677537918,0.1476425677537918
0.14742045104503632,0.14742045104503632,0.14742045104503632,0.14742045104503632
0.14727920293807983,0.14727920293807983,0.14727920293807983,0.14727920293807983
0.14689518511295319,0.14689518511295319,0.14689518511295319,0.14689518511295319
0.14655861258506775,0.14655861258506775,0.14655861258506775,0.14655861258506775
0.14627549052238464,0.14627549052238464,0.14627549052238464,0.14627549052238464
0.14603042602539062,0.14603042602539062,0.14603042602539062,0.14603042602539062
0.1458127647638321,0.1458127647638321,0.1458127647638321,0.1458127647638321
0.14561548829078674,0.14561548829078674,0.14561548829078674,0.14561548829078674
0.14543446898460388,0.14543446898460388,0.14543446898460388,0.14543446898460388
0.14526626467704773,0.14526626467704773,0.14526626467704773,0.14526626467704773
0.14515246450901031,0.14515246450901031,0.14515246450901031,0.14515246450901031
0.14496897161006927,0.14496897161006927,0.14496897161006927,0.14496897161006927
0.1448613405227661,0.1448613405227661,0.1448613405227661,0.1448613405227661
0.14476518332958221,0.14476518332958221,0.14476518332958221,0.14476518332958221
0.14462819695472717,0.14462819695472717,0.14462819695472717,0.14462819695472717
0.14454837143421173,0.14454837143421173,0.14454837143421173,0.14454837143421173
0.14444279670715332,0.14444279670715332,0.14444279670715332,0.14444279670715332
0.1443512737751007,0.1443512737751007,0.1443512737751007,0.1443512737751007
0.14423196017742157,0.14423196017742157,0.14423196017742157,0.14423196017742157
0.14416517317295074,0.14416517317295074,0.14416517317295074,0.14416517317295074
0.14408883452415466,0.14408883452415466,0.14408883452415466,0.14408883452415466
0.14397720992565155,0.14397720992565155,0.14397720992565155,0.14397720992565155
0.14391450583934784,0.14391450583934784,0.14391450583934784,0.14391450583934784
0.14384298026561737,0.14384298026561737,0.14384298026561737,0.14384298026561737
0.1437702178955078,0.1437702178955078,0.1437702178955078,0.1437702178955078
0.1436677873134613,0.1436677873134613,0.1436677873134613,0.1436677873134613
0.14360947906970978,0.14360947906970978,0.14360947906970978,0.14360947906970978
0.14354290068149567,0.14354290068149567,0.14354290068149567,0.14354290068149567
0.14347530901432037,0.14347530901432037,0.14347530901432037,0.14347530901432037
0.14337995648384094,0.14337995648384094,0.14337995648384094,0.14337995648384094
0.14332468807697296,0.14332468807697296,0.14332468807697296,0.14332468807697296
0.14326153695583344,0.14326153695583344,0.14326153695583344,0.14326153695583344
0.14317120611667633,0.14317120611667633,0.14317120611667633,0.14317120611667633
0.1431172788143158,0.1431172788143158,0.1431172788143158,0.1431172788143158
0.14306512475013733,0.14306512475013733,0.14306512475013733,0.14306512475013733
0.14300419390201569,0.14300419390201569,0.14300419390201569,0.14300419390201569
0.1429251730442047,0.1429251730442047,0.1429251730442047,0.1429251730442047
0.14288108050823212,0.14288108050823212,0.14288108050823212,0.14288108050823212
0.14281991124153137,0.14281991124153137,0.14281991124153137,0.14281991124153137
