Test Loss MAPE,Train Loss MAPE,Test Loss MSE,Train Loss MSE
0.8082875609397888,0.8082875609397888,0.8082875609397888,0.8082875609397888
0.7242567539215088,0.7242567539215088,0.7242567539215088,0.7242567539215088
0.6183819770812988,0.6183819770812988,0.6183819770812988,0.6183819770812988
0.47693362832069397,0.47693362832069397,0.47693362832069397,0.47693362832069397
0.3574472963809967,0.3574472963809967,0.3574472963809967,0.3574472963809967
0.38542357087135315,0.38542357087135315,0.38542357087135315,0.38542357087135315
0.4142058193683624,0.4142058193683624,0.4142058193683624,0.4142058193683624
0.4122452437877655,0.4122452437877655,0.4122452437877655,0.4122452437877655
0.40630656480789185,0.40630656480789185,0.40630656480789185,0.40630656480789185
0.4014814794063568,0.4014814794063568,0.4014814794063568,0.4014814794063568
0.3968222737312317,0.3968222737312317,0.3968222737312317,0.3968222737312317
0.391937792301178,0.391937792301178,0.391937792301178,0.391937792301178
0.38688793778419495,0.38688793778419495,0.38688793778419495,0.38688793778419495
0.38171514868736267,0.38171514868736267,0.38171514868736267,0.38171514868736267
0.3764392137527466,0.3764392137527466,0.3764392137527466,0.3764392137527466
0.37103304266929626,0.37103304266929626,0.37103304266929626,0.37103304266929626
0.3655124306678772,0.3655124306678772,0.3655124306678772,0.3655124306678772
0.36004453897476196,0.36004453897476196,0.36004453897476196,0.36004453897476196
0.35450610518455505,0.35450610518455505,0.35450610518455505,0.35450610518455505
0.3488646149635315,0.3488646149635315,0.3488646149635315,0.3488646149635315
0.3431268036365509,0.3431268036365509,0.3431268036365509,0.3431268036365509
0.3372986316680908,0.3372986316680908,0.3372986316680908,0.3372986316680908
0.3313882648944855,0.3313882648944855,0.3313882648944855,0.3313882648944855
0.32540369033813477,0.32540369033813477,0.32540369033813477,0.32540369033813477
0.3193771243095398,0.3193771243095398,0.3193771243095398,0.3193771243095398
0.313319593667984,0.313319593667984,0.313319593667984,0.313319593667984
0.30721786618232727,0.30721786618232727,0.30721786618232727,0.30721786618232727
0.30108967423439026,0.30108967423439026,0.30108967423439026,0.30108967423439026
0.29495328664779663,0.29495328664779663,0.29495328664779663,0.29495328664779663
0.2889324128627777,0.2889324128627777,0.2889324128627777,0.2889324128627777
0.2829609215259552,0.2829609215259552,0.2829609215259552,0.2829609215259552
0.27701082825660706,0.27701082825660706,0.27701082825660706,0.27701082825660706
0.27121901512145996,0.27121901512145996,0.27121901512145996,0.27121901512145996
0.26552584767341614,0.26552584767341614,0.26552584767341614,0.26552584767341614
0.25993290543556213,0.25993290543556213,0.25993290543556213,0.25993290543556213
0.2544459104537964,0.2544459104537964,0.2544459104537964,0.2544459104537964
0.2490714192390442,0.2490714192390442,0.2490714192390442,0.2490714192390442
0.2437875121831894,0.2437875121831894,0.2437875121831894,0.2437875121831894
0.2386394739151001,0.2386394739151001,0.2386394739151001,0.2386394739151001
0.23381927609443665,0.23381927609443665,0.23381927609443665,0.23381927609443665
0.22918036580085754,0.22918036580085754,0.22918036580085754,0.22918036580085754
0.2246672660112381,0.2246672660112381,0.2246672660112381,0.2246672660112381
0.2202983796596527,0.2202983796596527,0.2202983796596527,0.2202983796596527
0.21605825424194336,0.21605825424194336,0.21605825424194336,0.21605825424194336
0.21195641160011292,0.21195641160011292,0.21195641160011292,0.21195641160011292
0.20802783966064453,0.20802783966064453,0.20802783966064453,0.20802783966064453
0.20427854359149933,0.20427854359149933,0.20427854359149933,0.20427854359149933
0.2007349282503128,0.2007349282503128,0.2007349282503128,0.2007349282503128
0.1973295360803604,0.1973295360803604,0.1973295360803604,0.1973295360803604
0.19406025111675262,0.19406025111675262,0.19406025111675262,0.19406025111675262
0.1909799724817276,0.1909799724817276,0.1909799724817276,0.1909799724817276
0.1881377249956131,0.1881377249956131,0.1881377249956131,0.1881377249956131
0.18541862070560455,0.18541862070560455,0.18541862070560455,0.18541862070560455
0.18282027542591095,0.18282027542591095,0.18282027542591095,0.18282027542591095
0.18034009635448456,0.18034009635448456,0.18034009635448456,0.18034009635448456
0.1779840737581253,0.1779840737581253,0.1779840737581253,0.1779840737581253
0.17575965821743011,0.17575965821743011,0.17575965821743011,0.17575965821743011
0.1736421287059784,0.1736421287059784,0.1736421287059784,0.1736421287059784
0.1716272383928299,0.1716272383928299,0.1716272383928299,0.1716272383928299
0.16971080005168915,0.16971080005168915,0.16971080005168915,0.16971080005168915
0.167888805270195,0.167888805270195,0.167888805270195,0.167888805270195
0.16617794334888458,0.16617794334888458,0.16617794334888458,0.16617794334888458
0.1645609438419342,0.1645609438419342,0.1645609438419342,0.1645609438419342
0.16302481293678284,0.16302481293678284,0.16302481293678284,0.16302481293678284
0.16158360242843628,0.16158360242843628,0.16158360242843628,0.16158360242843628
0.1602257341146469,0.1602257341146469,0.1602257341146469,0.1602257341146469
0.15894918143749237,0.15894918143749237,0.15894918143749237,0.15894918143749237
0.15774880349636078,0.15774880349636078,0.15774880349636078,0.15774880349636078
0.156614288687706,0.156614288687706,0.156614288687706,0.156614288687706
0.15555165708065033,0.15555165708065033,0.15555165708065033,0.15555165708065033
0.15457676351070404,0.15457676351070404,0.15457676351070404,0.15457676351070404
0.15364907681941986,0.15364907681941986,0.15364907681941986,0.15364907681941986
0.15276561677455902,0.15276561677455902,0.15276561677455902,0.15276561677455902
0.15192435681819916,0.15192435681819916,0.15192435681819916,0.15192435681819916
0.15112246572971344,0.15112246572971344,0.15112246572971344,0.15112246572971344
0.1503678262233734,0.1503678262233734,0.1503678262233734,0.1503678262233734
0.14965298771858215,0.14965298771858215,0.14965298771858215,0.14965298771858215
0.14899179339408875,0.14899179339408875,0.14899179339408875,0.14899179339408875
0.14838019013404846,0.14838019013404846,0.14838019013404846,0.14838019013404846
0.14779742062091827,0.14779742062091827,0.14779742062091827,0.14779742062091827
0.14724160730838776,0.14724160730838776,0.14724160730838776,0.14724160730838776
0.14673195779323578,0.14673195779323578,0.14673195779323578,0.14673195779323578
0.14625707268714905,0.14625707268714905,0.14625707268714905,0.14625707268714905
0.1458137482404709,0.1458137482404709,0.1458137482404709,0.1458137482404709
0.14539124071598053,0.14539124071598053,0.14539124071598053,0.14539124071598053
0.14498892426490784,0.14498892426490784,0.14498892426490784,0.14498892426490784
0.14460527896881104,0.14460527896881104,0.14460527896881104,0.14460527896881104
0.14423951506614685,0.14423951506614685,0.14423951506614685,0.14423951506614685
0.1438911110162735,0.1438911110162735,0.1438911110162735,0.1438911110162735
0.1435588002204895,0.1435588002204895,0.1435588002204895,0.1435588002204895
0.1432473212480545,0.1432473212480545,0.1432473212480545,0.1432473212480545
0.14295312762260437,0.14295312762260437,0.14295312762260437,0.14295312762260437
0.14267295598983765,0.14267295598983765,0.14267295598983765,0.14267295598983765
0.1424058973789215,0.1424058973789215,0.1424058973789215,0.1424058973789215
0.1421513855457306,0.1421513855457306,0.1421513855457306,0.1421513855457306
0.14191286265850067,0.14191286265850067,0.14191286265850067,0.14191286265850067
0.14169415831565857,0.14169415831565857,0.14169415831565857,0.14169415831565857
0.141486257314682,0.141486257314682,0.141486257314682,0.141486257314682
0.1412886083126068,0.1412886083126068,0.1412886083126068,0.1412886083126068
0.14110060036182404,0.14110060036182404,0.14110060036182404,0.14110060036182404
0.1409251093864441,0.1409251093864441,0.1409251093864441,0.1409251093864441
0.14076083898544312,0.14076083898544312,0.14076083898544312,0.14076083898544312
0.14060519635677338,0.14060519635677338,0.14060519635677338,0.14060519635677338
0.14045971632003784,0.14045971632003784,0.14045971632003784,0.14045971632003784
0.14033223688602448,0.14033223688602448,0.14033223688602448,0.14033223688602448
0.1402117758989334,0.1402117758989334,0.1402117758989334,0.1402117758989334
0.1400979906320572,0.1400979906320572,0.1400979906320572,0.1400979906320572
0.13999086618423462,0.13999086618423462,0.13999086618423462,0.13999086618423462
0.13988961279392242,0.13988961279392242,0.13988961279392242,0.13988961279392242
0.13979418575763702,0.13979418575763702,0.13979418575763702,0.13979418575763702
0.13970442116260529,0.13970442116260529,0.13970442116260529,0.13970442116260529
0.13961981236934662,0.13961981236934662,0.13961981236934662,0.13961981236934662
0.13954013586044312,0.13954013586044312,0.13954013586044312,0.13954013586044312
0.13946513831615448,0.13946513831615448,0.13946513831615448,0.13946513831615448
0.13939455151557922,0.13939455151557922,0.13939455151557922,0.13939455151557922
0.13933053612709045,0.13933053612709045,0.13933053612709045,0.13933053612709045
